Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2020-06-11,81.53697967529297,85.21694672779525,81.43503225453793,84.79214852289937,201662400
2020-06-12,82.24089813232422,84.42557378125964,81.12914422822645,83.67793248531777,200146000
2020-06-15,83.25800323486328,83.91097923516973,80.7310603407497,80.89370059767263,138808800
2020-06-16,85.46452331542969,85.73640033379766,83.6779473563593,85.31402459590804,165428800
2020-06-17,85.3455810546875,86.27042663858354,85.22421016537945,86.20974119392952,114406400
2020-06-18,85.37956237792969,85.79707850372552,84.77027818647716,85.3018832364117,96820400
2020-06-19,84.89167022705078,86.55202339942768,83.78233832338894,86.08596324993198,264476000
2020-06-22,87.11274719238281,87.25596396315328,85.23878022993338,85.28490176382967,135445200
2020-06-23,88.9721450805664,90.3921859871706,87.93806271848383,88.35800866828109,212155600
2020-06-24,87.40161895751953,89.52075770910452,87.02779448118991,88.60076413876878,192623200
2020-06-25,88.56190490722656,88.60074447868466,86.7971749374644,87.55695784935237,137522400
2020-06-26,85.84077453613281,88.67842646058456,85.69269820221506,88.45753055778336,205256800
2020-06-29,87.81910705566406,87.91377989075716,85.27031876666028,85.74852029434136,130646000
2020-06-30,88.55220794677734,88.83864890811773,87.3870502400666,87.4064663250919,140223200
2020-07-01,88.38471984863281,89.17363075760089,88.33617592973944,88.62989145548384,110737200
2020-07-02,88.38471984863281,89.92856166413286,88.27063830568181,89.2925792858583,114041600
2020-07-06,90.7490005493164,91.21749032739643,89.78288576186722,89.81444337317966,118655600
2020-07-07,90.46743774414062,91.90689477197918,90.35577859564587,91.12769570514304,112424400
2020-07-08,92.57442474365234,92.60598235802769,91.35828614347145,91.4456770300409,117092000
2020-07-09,92.97254180908203,93.52113325517837,91.92389542563048,93.46772976135745,125642800
2020-07-10,93.1351547241211,93.19341778265134,91.95543335132274,92.56713990671183,90257200
2020-07-13,92.70551300048828,97.0530191182004,92.49189905133328,94.44111522553601,191649200
2020-07-14,94.2396469116211,94.43140759023446,91.15197107556455,92.08652103195597,170989200
2020-07-15,94.88775634765625,96.3660528370159,93.68861141203081,96.11602911039955,153198000
2020-07-16,93.72017669677734,94.57705491810681,93.1206041798998,93.75901627207651,110577600
2020-07-17,93.53083801269531,94.32703078332698,93.05748856156698,94.17167989066034,92186800
2020-07-20,95.50189971923828,95.64026431606665,93.2735318869254,93.61822848479565,90318000
2020-07-21,94.1838150024414,96.36849112363207,93.93379125377636,96.29324176097793,103433200
2020-07-22,94.44839477539062,95.13049855916786,93.79784860710124,93.88523208886058,89001600
2020-07-23,90.14944458007812,94.25906118948085,89.33868791358677,94.18138204100602,197004400
2020-07-24,89.92611694335938,90.27081352736032,86.55685988171646,88.34587300700521,185438800
2020-07-27,92.0573959350586,92.14963900239098,90.76601521608015,90.98933351898751,121214000
2020-07-28,90.54511260986328,91.80494302513247,90.54025303327292,91.62773886108056,103625600
2020-07-29,92.28071594238281,92.4652020656453,90.9917576836522,91.02816746906157,90329200
2020-07-30,93.39733123779297,93.50170842708098,91.04516275680574,91.45296717627383,158130000
2020-07-31,103.17498016357422,103.32547889929636,97.89776821941581,99.89796575503286,374336800
2020-08-03,105.77473449707031,108.39634285363456,104.76007559751676,105.05864325676774,308151200
2020-08-04,106.48111724853516,107.57345533183008,105.24070281740102,105.96407603717955,173071600
2020-08-05,106.86708068847656,107.18750165208057,105.73590297725057,106.20197050684659,121776800
2020-08-06,110.59559631347656,111.0907916971689,106.60977980419932,107.19964064495335,202428800
2020-08-07,108.08110809326172,110.57369742283494,107.2834798046482,110.11651887547455,198045600
2020-08-10,109.65203857421875,110.67096098800363,106.99895008053579,109.52801468909898,212403600
2020-08-11,106.39100646972656,109.41372516958415,106.13080268423259,108.9152102791965,187902400
2020-08-12,109.92684936523438,110.18461900895711,107.2883506394418,107.48289124635573,165598000
2020-08-13,111.87226104736328,112.87659322672799,110.81929001611167,111.30808301896154,210082000
2020-08-14,111.77257537841797,111.86255059040622,109.96088544926977,111.6971903401982,165565200
2020-08-17,111.48075103759766,112.92037661537533,110.85335133570575,112.89605718665909,119561600
2020-08-18,112.40970611572266,112.83527017348905,110.89712956784018,111.2327184122214,105633600
2020-08-19,112.55073547363281,113.96604157696903,112.45589935232542,112.8182343383738,145538000
2020-08-20,115.04820251464844,115.16249715621257,112.5750641732495,112.59208851632775,126907200
2020-08-21,120.97691345214844,121.46083817482683,115.99659572706068,116.00875173086001,338054800
2020-08-24,122.42384338378906,125.27148042738582,120.55622676537673,125.18635870420123,345937600
2020-08-25,121.41948699951172,121.76480505707879,119.69534572328152,121.29547053607867,211495600
2020-08-26,123.07068634033203,123.52786489142996,121.66997034058484,122.73753168290901,163022400
2020-08-27,121.59944915771484,124.00692412752836,120.45406865293813,123.67376948239601,155552400
2020-08-28,121.40248107910156,122.99286935955308,121.17875271683349,122.57460040324597,187630000
2020-08-31,125.51950073242188,127.42603418683149,122.56244509573105,124.09934102961832,225702700
2020-09-01,130.51927185058594,131.12236700060433,126.96885769324331,129.13801430731166,151948100
2020-09-02,127.81512451171875,134.21560999413165,123.53517174267225,133.83625061161388,200119000
2020-09-03,117.5821533203125,125.32498798317106,117.21252313891021,123.44764930127945,257599600
2020-09-04,117.6599349975586,120.32517948321234,107.86466781430556,116.79421681694939,332607200
2020-09-08,109.74202728271484,115.74369462203643,109.60584737773415,110.84119577898701,231366600
2020-09-09,114.11924743652344,115.88959346489294,112.11545122343698,114.06088674565609,176940500
2020-09-10,110.39375305175781,117.21250764939418,109.43076440296137,117.0763277362815,182274400
2020-09-11,108.94438934326172,112.08627097984936,106.9989538192749,111.44427369473487,180860300
2020-09-14,112.21273040771484,112.76717927863528,109.72257511673861,111.59019158497078,140150100
2020-09-15,112.38780975341797,115.58805204226122,110.51046419860256,115.10169316714062,184642000
2020-09-16,109.07083892822266,112.83525930246253,108.98329789268679,112.08626989830371,154679000
2020-09-17,107.3296890258789,109.13894490518533,105.74416152788396,106.72660868027582,178011000
2020-09-18,103.9251708984375,107.85495187903756,103.19563251538361,107.38805146978207,287104900
2020-09-21,107.07677459716797,107.18377414626174,100.28720125318382,101.68791722586771,195713800
2020-09-22,108.75958251953125,109.7809392501185,106.18188610459384,109.60584973691063,183055400
2020-09-23,104.19752502441406,109.05138437794632,103.85706788480732,108.57475477224305,150718700
2020-09-24,105.26752471923828,107.24214072616157,102.13537212015387,102.300732370106,167743300
2020-09-25,109.21675109863281,109.37238950555708,104.7325215412831,105.471789131678,149981400
2020-09-28,111.82363891601562,112.17381792247089,109.70311378636897,111.87227777517529,137672400
2020-09-29,110.97736358642578,112.16408041867875,110.47155362609944,111.42482027829774,99382200
2020-09-30,112.65044403076172,114.0608892683136,110.52019713326597,110.68555737521241,142675200
2020-10-01,113.60372924804688,114.50835723025065,112.66992091500572,114.43053801385166,116120400
2020-10-02,109.93656158447266,112.22245433262894,109.15839180363562,109.81011094316419,144712000
2020-10-05,113.32160949707031,113.46751863303267,110.4520953152141,110.80227427302496,106243800
2020-10-06,110.07275390625,112.9519978108433,109.18757711311163,112.54345067949198,161498200
2020-10-07,111.94038391113281,112.39756253684614,111.01629740221783,111.49293454290779,96849000
2020-10-08,111.8333740234375,113.22436086595617,111.46373648547903,113.0784517020909,83477200
2020-10-09,113.77880859375,113.80798894197643,111.7847340241306,112.13491304534423,100506900
2020-10-12,121.0060806274414,121.76479922888184,116.02576344443284,116.78448204587328,240226800
2020-10-13,117.79611206054688,121.9690718867462,116.38567436315013,121.85234309102313,262330500
2020-10-14,117.8836669921875,119.67346409750246,116.35650041512618,117.69884824411241,150712000
2020-10-15,117.41674041748047,117.89336996276847,114.92658574026574,115.48103447452827,112559200
2020-10-16,115.77286529541016,118.23384747833158,115.56859545500912,117.97120952549623,115393800
2020-10-19,112.81581115722656,117.1346730450766,112.50454176511802,116.68722375774855,120639300
2020-10-20,114.3040771484375,115.73397358180452,112.4753628325675,113.02981171272529,124423700
2020-10-21,113.6815185546875,115.47131553347286,113.2729714867065,113.48697056487583,89946000
2020-10-22,112.59208679199219,114.81961147307034,111.4637305673421,114.24570410467129,101988000
2020-10-23,111.90144348144531,113.37024926516857,111.16217596217939,113.21461087321912,82572600
2020-10-26,111.91116333007812,113.37023973635687,109.80036048884763,110.8995361311753,111850700
2020-10-27,113.41890716552734,114.08035564318217,111.41511063965335,112.33918968845478,92276800
2020-10-28,108.16620635986328,112.28080553761286,108.06893607313397,111.91117547954262,143937800
2020-10-29,112.173828125,113.73990454040626,109.13894560010584,109.30431328354058,146129200
2020-10-30,105.89005279541016,108.93465662193633,104.78115517571706,108.03002883521329,190272600
2020-11-02,105.8025131225586,107.6604077052679,104.39207526396882,106.1332410376146,122866900
2020-11-03,107.42694854736328,108.44829771179337,105.76360211850799,106.66822990485883,107624400
2020-11-04,111.81389617919922,112.43643491089769,109.28483165401832,111.02599722029115,138235500
2020-11-05,115.7825927734375,116.35650010587017,113.68152628924997,114.73205582071998,126387100
2020-11-06,115.65104675292969,116.14798328794187,113.15658830155392,115.2905176092489,114457900
2020-11-09,113.34172821044922,118.86655105350619,113.07864459442057,117.41470327709126,154515300
2020-11-10,113.0007095336914,114.57922635490725,111.2078169609619,112.5914649825652,138023400
2020-11-11,116.4305648803711,116.56697971266742,113.45866182357159,114.18945875403799,112295000
2020-11-12,116.1577377319336,117.44394006005354,115.5341249324846,116.55724363092018,103162300
2020-11-13,116.20647430419922,116.6059728165846,114.85206439758592,116.38186588950428,81581900
2020-11-16,117.21984100341797,117.89216918384535,115.12488813037272,115.87516977446028,91183000
2020-11-17,116.33312225341797,117.58034777680699,115.91413173221224,116.48902916086686,74271000
2020-11-18,115.00796508789062,116.75213491699658,114.9787343957129,115.57311658349965,76322100
2020-11-19,115.60232543945312,116.01156992074252,113.81917921291296,114.57920680217912,74113000
2020-11-20,114.33562469482422,115.72901129196754,114.28690935456355,115.60234248642783,73604300
2020-11-23,110.93498992919922,114.60846723797194,110.83755181002277,114.17973059273324,127959300
2020-11-24,112.22117614746094,112.8837656693911,109.70723289360379,110.99344264268959,113874200
2020-11-25,113.05915069580078,113.76071690599676,112.22116965962786,112.5914448450371,76499200
2020-11-27,113.60482025146484,114.48177809334693,113.24429850772803,113.58533560344574,46691300
2020-11-30,116.00184631347656,117.87268484188316,113.8191939296174,113.97510085734369,169410200
2020-12-01,119.577880859375,120.30867787495882,116.93726853515172,117.91166455593012,127728200
2020-12-02,119.92864990234375,120.21122560718797,117.79472048917064,118.89578518676296,89004200
2020-12-03,119.79222869873047,120.61071764794492,119.08091645415566,120.35737264430932,78967600
2020-12-04,119.11991119384766,119.71429334953903,118.40859884170744,119.46094830759233,78260400
2020-12-07,120.58149719238281,121.38050156328545,119.1199032870206,119.17836466433876,86712000
2020-12-08,121.19537353515625,121.78001709074977,119.93840178511279,121.18563492753421,82225500
2020-12-09,118.66194915771484,122.72517888074941,117.90192143214601,121.34153828117272,115089200
2020-12-10,120.08454895019531,120.69842312660181,117.07366917962338,117.4147062587099,81312200
2020-12-11,119.27582550048828,119.61686263532849,117.46344823070665,119.2953101507426,86939800
2020-12-14,118.66194915771484,120.19175065083598,118.42809618847487,119.46095361716566,79184500
2020-12-15,124.60575866699219,124.62525075019607,120.95177364167792,121.15639591100933,157243700
2020-12-16,124.53753662109375,125.083195941908,123.31954175566861,124.14778421139826,98208600
2020-12-17,125.40476989746094,126.26224318770603,124.76166492977711,125.59964613576102,94359800
2020-12-18,123.41699981689453,125.79452841437983,122.8908250895469,125.65811357033245,192541500
2020-12-21,124.94678497314453,125.02473843111304,120.28917365326492,121.8189749541549,121251600
2020-12-22,128.50335693359375,130.9685777717825,126.33044301842824,128.24026583476893,168904800
2020-12-23,127.60693359375,129.03928233694725,127.43153454537297,128.77620606654096,88223700
2020-12-24,128.59100341796875,130.04285838267262,127.7432839055564,127.95765215183746,54930100
2020-12-28,133.19021606445312,133.82356763345643,130.09162848432888,130.55934935520793,124486200
2020-12-29,131.4167938232422,135.23642465149393,130.90036509315357,134.51538107187807,121047300
2020-12-30,130.29620361328125,132.50808617525803,129.98438983005124,132.1085803410319,96452100
2020-12-31,129.2926025390625,131.2901172342019,128.34743726674927,130.6470123311244,99116600
2021-01-04,126.09660339355469,130.189064056947,123.5144522310097,130.10137197592752,143301900
2021-01-05,127.65560913085938,128.36692888537684,125.14166577453908,125.58989445727471,97664900
2021-01-06,123.3585433959961,127.69461045301895,123.14417506694097,124.44986969207119,155088000
2021-01-07,127.56793212890625,128.25975988289687,124.58628252358339,125.07348056022057,109578200
2021-01-08,128.66900634765625,129.2341578626651,126.89559833144519,129.03926675065185,105158200
2021-01-11,125.67757415771484,126.83710761276025,125.20986830687416,125.88220383076441,100384500
2021-01-12,125.502197265625,126.36940903829134,123.61186680500131,125.20987551647978,91951100
2021-01-13,127.53871154785156,128.08437101325023,125.20016673382712,125.46324298943377,88636800
2021-01-14,125.609375,127.64585879719884,125.46320669883724,127.45098259708287,90221800
2021-01-15,123.88470458984375,126.88584599937765,123.74828974705143,125.48271340602645,111598500
2021-01-19,124.5570297241211,125.41450287420925,123.68981796754613,124.508306955484,90757300
2021-01-20,128.64944458007812,129.09767307958032,125.2585521948004,125.36573630110986,104319500
2021-01-21,133.3656005859375,136.09391286738688,130.16958230050147,130.37421204055514,120150900
2021-01-22,135.50924682617188,136.26927444924834,131.56294040290453,132.7906739013892,114459400
2021-01-25,139.2606964111328,141.3751342790999,133.04404419681762,139.406864754955,157611700
2021-01-26,139.49452209472656,140.60533283780688,137.7503450890547,139.92325867417892,98390600
2021-01-27,138.42266845703125,140.60532045654497,136.81492129375977,139.75758597887605,140843800
2021-01-28,133.5799560546875,138.35450580385896,133.19994217532178,135.947746278508,142621100
2021-01-29,128.58128356933594,133.2388945668448,126.8760908230651,132.35219077043976,177523800
2021-02-01,130.70547485351562,131.91373120913244,127.5776572470742,130.32546101984542,106239800
2021-02-02,131.53370666503906,132.8199015096137,131.16343146870483,132.2547501087198,83305400
2021-02-03,130.51055908203125,132.29370495136607,130.18900672512515,132.2839514790338,89880900
2021-02-04,133.8722686767578,133.8820072844467,131.14395684543172,132.8101805826387,84183100
2021-02-05,133.45751953125,134.1015854508509,132.57925865202728,134.033283551068,75693800
2021-02-08,133.60389709472656,133.65269267140306,131.66194630942968,132.7451425942424,71297200
2021-02-09,132.72561645507812,134.55046970081816,132.56949146196018,133.32088673165194,76774200
2021-02-10,132.12059020996094,133.68195923048688,131.15449145334966,133.18426522390598,73046600
2021-02-11,131.86688232421875,133.09645045385943,130.53972304081887,132.61827762495054,64280000
2021-02-12,132.10110473632812,132.257244658681,130.46168022259064,131.10574623455432,60145100
2021-02-16,129.97373962402344,132.7256347192669,129.58338986171597,132.21820236374853,80576300
2021-02-17,127.68046569824219,129.02714615555675,126.34355329024206,128.0805685718384,97918500
2021-02-18,126.57777404785156,126.86076458634167,124.33331138864452,126.08007998005397,96856700
2021-02-19,126.73390197753906,127.55362902270863,125.68974801869315,127.09497736433161,87668800
2021-02-22,122.95735168457031,126.58752230648321,122.5670093965397,124.91880883902334,103916400
2021-02-23,122.82073974609375,123.65021250049017,115.53112373320839,120.77145192783192,158273000
2021-02-24,122.32304382324219,122.52797184498519,119.2783904200208,121.92294838417055,111039900
2021-02-25,118.0683364868164,123.40624834822879,117.62920604594376,121.66923290454905,148199500
2021-02-26,118.33183288574219,121.83513850368571,118.27327669448195,119.6297105769618,164560400
2021-03-01,124.70413970947266,124.84075840671721,119.82487925027971,120.76169636502549,116307900
2021-03-02,122.09861755371094,125.6116836281733,121.99127322699131,125.3091718593238,102260900
2021-03-03,119.11249542236328,122.67435679168018,118.89780678629857,121.79608848285189,112966300
2021-03-04,117.22911834716797,120.61532656382595,115.75558693292824,118.81000154074016,178155000
2021-03-05,118.48794555664062,118.99539275523834,114.73091692483256,118.05857574839611,153766600
2021-03-08,113.55015563964844,118.07810897497683,113.40377632957288,118.00979962296303,154376600
2021-03-09,118.16592407226562,119.11250177531362,115.92146876906158,116.1556711821871,129525800
2021-03-10,117.08274841308594,119.21985963517788,116.56554050118474,118.75145475574458,111943300
2021-03-11,119.01490783691406,120.23472282472085,118.33181442180619,119.58090377809478,103026500
2021-03-12,118.10738372802734,118.24400243249457,116.28254498471752,117.49259955792482,88105100
2021-03-15,120.9958724975586,121.00563310100158,117.51208158431191,118.47818030587472,92403800
2021-03-16,122.5377426147461,124.1478999993401,121.7082698545493,122.6646007020175,115227900
2021-03-17,121.74729919433594,122.82073491932013,119.38573166517871,121.05444515870833,111932600
2021-03-18,117.61941528320312,120.2054240206977,117.41448730032883,119.91266550507254,121229700
2021-03-19,117.09249114990234,118.49772055342008,116.78997938198532,117.00466803476282,185549500
2021-03-22,120.4103775024414,120.87878973760397,117.35596342731434,117.42427276940472,111912300
2021-03-23,119.58090209960938,121.23984748167706,119.19055981995824,120.35182605450146,95467100
2021-03-24,117.19007110595703,119.9322204758505,117.17055734049535,119.8541505236829,88530500
2021-03-25,117.67799377441406,118.72216260318802,116.12639260654137,116.65335360086424,98844700
2021-03-26,118.28302001953125,118.5465042288051,116.04831804624526,117.44378670396847,94071200
2021-03-29,118.45867919921875,119.61994551573255,117.81462072071783,118.7124028156756,80819200
2021-03-30,117.0046615600586,117.49258758203952,115.98977454091903,117.20958959587135,85671900
2021-03-31,119.20033264160156,120.53724522159463,118.2244805650353,118.71240660331843,118323800
2021-04-01,120.02978515625,121.1812907100269,119.5320985965673,120.67385099174045,75089100
2021-04-05,122.85975646972656,123.11348004996272,120.09809378856455,120.87877829152542,88651200
2021-04-06,123.16228485107422,124.06006693940361,122.61581009211896,123.44528283557895,80171300
2021-04-07,124.81147003173828,124.830983795515,122.11811647580448,122.79145672607788,83466700
2021-04-08,127.21205139160156,127.2413257567115,125.41648751004146,125.83609667016256,88844600
2021-04-09,129.78829956054688,129.8273270838628,126.34354362809765,126.66557653414618,106686700
2021-04-12,128.07081604003906,129.6419382844939,127.47554575138676,129.31990535224077,91420000
2021-04-13,131.1837921142578,131.40824882078488,128.74416183713194,129.2418559434714,91266500
2021-04-14,128.84170532226562,131.7399862101134,128.48064493977606,131.6814374875817,87222800
